-0.823766719259016,-0.818020788873126
-0.816361564010517,-0.811066871538254
-0.811912896843067,-0.806829641113033
-0.809109808246196,-0.803426517081221
-0.807439956302696,-0.801238354184692
-0.805612459289877,-0.798769504079029
-0.804293064241549,-0.797041940272184
-0.802526178461426,-0.795726517793279
-0.800723256232356,-0.794281498708272
-0.799573042435032,-0.792801879737947
-0.798272769201577,-0.791374829010809
-0.797000096757695,-0.790095263552107
-0.795673936621599,-0.788952772848984
-0.794522562344242,-0.787873445630664
-0.793464364935953,-0.787014065558262
-0.792592463985951,-0.785861861159254
-0.791585228992251,-0.784897371858227
-0.7908860447439,-0.783897241024341
-0.790277960505271,-0.783159168056504
-0.789468294131531,-0.782448896105812
-0.788773114448359,-0.781426346725849
-0.787856799410812,-0.780693196016038
-0.787084462043627,-0.779915900624002
-0.786270376179095,-0.779207447900898
-0.785584164400761,-0.778390655110645
-0.784922353266736,-0.777402407792568
-0.784347590633087,-0.776490796107957
-0.783820751114797,-0.775580802588366
-0.783257438080286,-0.774782830939136
-0.782692548559656,-0.774123139618229
-0.781898494238924,-0.773644206904313
-0.781271240445758,-0.773094273806831
-0.780715439454648,-0.772419219090334
-0.780253946552852,-0.771864174115366
-0.779716446479935,-0.771244137157015
-0.778915022022072,-0.770553601286166
-0.778317919746867,-0.769925900920743
-0.777767797377756,-0.769136566855476
-0.777159719248431,-0.768672837423982
-0.776599150129717,-0.768058123078139
-0.776054622453155,-0.767251875866713
-0.775558942840162,-0.766518726786701
-0.774929501269817,-0.765933974213071
-0.774500418943743,-0.765378444151815
-0.773758079662934,-0.764868365966577
-0.773255808547531,-0.764201293820946
-0.772670533328163,-0.763690509476323
-0.771898965455731,-0.763195909636241
-0.771342410574428,-0.762535600134754
-0.770661115469812,-0.761977067556852
-0.77014193742057,-0.761372552498218
-0.769589697781783,-0.760837614656042
-0.768902958383842,-0.760119741711618
-0.768343116763393,-0.759430824577436
-0.76772899535,-0.758811920353874
-0.76715503216449,-0.758190205256671
-0.766581696992313,-0.757602148012747
-0.766106946709619,-0.756860502901199
-0.765446117786855,-0.756129163700248
-0.7649152934951,-0.75542008916965
-0.764186584140303,-0.754821359632512
-0.763767712648346,-0.754170701677954
-0.762997608864593,-0.753420256933531
-0.762543621920025,-0.752813081365257
-0.762045956900104,-0.752001078221906
-0.761446526752278,-0.751356778149529
-0.760694131979093,-0.750597993764005
-0.759862677577813,-0.750030582124889
-0.759179396437989,-0.749376169553876
-0.758450600775659,-0.748645989401311
-0.757746098528333,-0.747988609345357
-0.757041463104171,-0.747045592565276
-0.756189212404244,-0.746347055732844
-0.755362181063359,-0.745664955847423
-0.754665843548625,-0.744975009077908
-0.753917641800693,-0.744230320125569
-0.753219155624169,-0.743414199621029
-0.752392362811496,-0.742276778231042
-0.751610102070619,-0.741174141422261
-0.750866459775413,-0.740552856001566
-0.749823010818871,-0.739775822225837
-0.749053097406685,-0.738698557736309
-0.74817341223666,-0.737898605668182
-0.747313976348698,-0.736972122907389
-0.746128847891797,-0.7357663459842
-0.745395962703227,-0.73464449705803
-0.744078910582166,-0.733523704277985
-0.742650713344209,-0.732318235499909
-0.741291996464598,-0.730955251734474
-0.739898842852809,-0.729628958296656
-0.738740875388094,-0.728126644596033
-0.73708015103738,-0.726125180343288
-0.734811310600153,-0.72400190052106
-0.733600033726207,-0.722310760081373
-0.731704228175911,-0.720091073062109
-0.729315132883805,-0.716955721519052
-0.72670030878585,-0.713838079239385
-0.723028890459655,-0.708882354831652
-0.716247914146022,-0.700249235349639
